"covariateId","covariateName","analysisId","conceptId","covariateValue"
42898160925,"visit_occurrence concept count during day -30 through 0 concept_count relative to index: Long Term Care Visit",925,0,6.45820375179418
17003,"age group: 85-89",3,0,4.64658263898306
16003,"age group: 80-84",3,0,4.59840295715827
15003,"age group: 75-79",3,0,3.99347204334836
9201925,"visit_occurrence concept count during day -30 through 0 concept_count relative to index: Inpatient Visit",925,0,3.55573231777425
14003,"age group: 70-74",3,0,3.47659305222781
13003,"age group: 65-69",3,0,2.47343837874252
12003,"age group: 60-64",3,0,2.17138266331072
7007,"index month: 7",7,0,1.91560551522263
5007,"index month: 5",7,0,1.90544013064602
8007,"index month: 8",7,0,1.84611705255456
4007,"index month: 4",7,0,1.80706447259384
1007,"index month: 1",7,0,1.79887641132069
2007,"index month: 2",7,0,1.76519097490573
3007,"index month: 3",7,0,1.76136974045146
9007,"index month: 9",7,0,1.73951374564401
11003,"age group: 55-59",3,0,1.6834100594815
6007,"index month: 6",7,0,1.65718533404583
11007,"index month: 11",7,0,1.49371356092625
10007,"index month: 10",7,0,1.41320724506746
321042212,"condition_era group during day -30 through 0 days relative to index: Cardiac arrest",212,321042,1.39659852972994
10003,"age group: 50-54",3,0,1.26400319781741
2313789502,"procedure_occurrence during day -365 through 0 days relative to index: Cardiopulmonary resuscitation (eg, in cardiac arrest)",502,2313789,1.08336077793777
4088016502,"procedure_occurrence during day -365 through 0 days relative to index: Child examination",502,4088016,-1.0031769889793
2003,"age group: 10-14",3,0,-0.996883962284486
1003,"age group: 05-09",3,0,-0.873528982176494
2614674804,"observation during day -30 through 0 days relative to index: Advanced life support, level 2 (als 2)",804,2614674,0.844409697471978
9003,"age group: 45-49",3,0,0.839566477899432
4147961504,"procedure_occurrence during day -30 through 0 days relative to index: Screening for malignant neoplasm of breast",504,4147961,-0.718136730813482
40223769302,"drug_exposure during day -365 through 0 days relative to index: Donepezil hydrochloride 10 MG Oral Tablet [Aricept]",302,40223769,0.630370431469107
373425210,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of nervous system",210,373425,-0.612365093156477
439847212,"condition_era group during day -30 through 0 days relative to index: Intracranial hemorrhage",212,439847,0.587673871013586
2514414504,"procedure_occurrence during day -30 through 0 days relative to index: Hospital discharge day management; more than 30 minutes",504,2514414,-0.583096521391687
138102212,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of skin",212,138102,-0.58066631116717
2007901504,"procedure_occurrence during day -30 through 0 days relative to index: Insertion of endotracheal tube",504,2007901,0.565019162118398
374919102,"condition_occurrence during day -365 through 0 days relative to index: Multiple sclerosis",102,374919,0.562231880733623
2008008504,"procedure_occurrence during day -30 through 0 days relative to index: Continuous invasive mechanical ventilation for less than 96 consecutive hours",504,2008008,0.518354726009295
318459212,"condition_era group during day -30 through 0 days relative to index: Respiratory insufficiency",212,318459,0.499857074464988
3037244702,"measurement during day -365 through 0 days relative to index: Yeast [#/area] in Urine sediment by Microscopy high power field",702,3037244,0.493690623530867
1777806412,"drug_era group during day -30 through 0 days relative to index: Ceftriaxone",412,1777806,0.486568333368295
4297098210,"condition_era group during day -365 through 0 days relative to index: Foreign body in head",210,4297098,-0.477836311395679
2108261504,"procedure_occurrence during day -30 through 0 days relative to index: Arterial catheterization or cannulation for sampling, monitoring or transfusion (separate procedure); percutaneous",504,2108261,0.458783795869175
40225012410,"drug_era group during day -365 through 0 days relative to index: Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain",410,40225012,0.448989974193355
2211359504,"procedure_occurrence during day -30 through 0 days relative to index: Radiologic examination, chest; single view, frontal",504,2211359,0.443671914688502
2514527502,"procedure_occurrence during day -365 through 0 days relative to index: Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",502,2514527,-0.440541694640719
19023551304,"drug_exposure during day -30 through 0 days relative to index: Omeprazole 40 MG Delayed Release Oral Capsule",304,19023551,-0.44045815706799
2213444302,"drug_exposure during day -365 through 0 days relative to index: Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use",302,2213444,-0.439165295143545
321042102,"condition_occurrence during day -365 through 0 days relative to index: Cardiac arrest",102,321042,0.437030945217844
2721600802,"observation during day -365 through 0 days relative to index: Sales tax",802,2721600,-0.436985528944869
8003,"age group: 40-44",3,0,0.432743409221857
2211424502,"procedure_occurrence during day -365 through 0 days relative to index: Computed tomography, pelvis; with contrast material(s)",502,2211424,0.431529370485252
444093102,"condition_occurrence during day -365 through 0 days relative to index: Patient status finding",102,444093,-0.429826248549326
1742255302,"drug_exposure during day -365 through 0 days relative to index: Levofloxacin 500 MG Oral Tablet",302,1742255,-0.426825772592978
2514441504,"procedure_occurrence during day -30 through 0 days relative to index: Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",504,2514441,0.426434159691127
19080128304,"drug_exposure during day -30 through 0 days relative to index: Lisinopril 10 MG Oral Tablet",304,19080128,-0.423265859892386
2213572502,"procedure_occurrence during day -365 through 0 days relative to index: Hemodialysis procedure with single evaluation by a physician or other qualified health care professional",502,2213572,0.423157331734147
1742284302,"drug_exposure during day -365 through 0 days relative to index: Levofloxacin 750 MG Oral Tablet",302,1742284,-0.418839292521196
715940302,"drug_exposure during day -365 through 0 days relative to index: Escitalopram 10 MG Oral Tablet",302,715940,-0.411768347015575
3053331702,"measurement during day -365 through 0 days relative to index: Differential cell count method - Blood",702,3053331,-0.401892144440459
440078210,"condition_era group during day -365 through 0 days relative to index: Bipolar affective disorder, current episode manic",210,440078,0.401355773824101
1332419304,"drug_exposure during day -30 through 0 days relative to index: Amlodipine 5 MG Oral Tablet",304,1332419,-0.400656744701575
40167218304,"drug_exposure during day -30 through 0 days relative to index: Metoprolol Tartrate 50 MG Oral Tablet",304,40167218,-0.399354583378577
4182210102,"condition_occurrence during day -365 through 0 days relative to index: Dementia",102,4182210,-0.393879206189337
1545996302,"drug_exposure during day -365 through 0 days relative to index: atorvastatin 40 MG Oral Tablet",302,1545996,-0.393643212244574
40664532502,"procedure_occurrence during day -365 through 0 days relative to index: Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",502,40664532,-0.392614290887921
137809104,"condition_occurrence during day -30 through 0 days relative to index: Primary malignant neoplasm of female breast",104,137809,0.389956112365374
2514528502,"procedure_occurrence during day -365 through 0 days relative to index: Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",502,2514528,-0.384640810989311
4337893504,"procedure_occurrence during day -30 through 0 days relative to index: Attention to catheter",504,4337893,0.383139473232418
1101556302,"drug_exposure during day -365 through 0 days relative to index: Colchicine 0.6 MG Oral Tablet",302,1101556,0.382070987008435
40223768304,"drug_exposure during day -30 through 0 days relative to index: Donepezil hydrochloride 10 MG Oral Tablet",304,40223768,-0.380899512349912
4014023802,"observation during day -365 through 0 days relative to index: Palliative care",802,4014023,0.379374952429237
1539411304,"drug_exposure during day -30 through 0 days relative to index: Simvastatin 20 MG Oral Tablet",304,1539411,-0.367633344286043
1518292302,"drug_exposure during day -365 through 0 days relative to index: Dexamethasone 4 MG Oral Tablet",302,1518292,0.367000706795576
40175210304,"drug_exposure during day -30 through 0 days relative to index: Levothyroxine Sodium 0.05 MG Oral Tablet",304,40175210,-0.365378028297837
40757035502,"procedure_occurrence during day -365 through 0 days relative to index: Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; optic nerve",502,40757035,-0.36345024274689
439935102,"condition_occurrence during day -365 through 0 days relative to index: Abnormal posture",102,439935,0.362624539563059
2514413504,"procedure_occurrence during day -30 through 0 days relative to index: Hospital discharge day management; 30 minutes or less",504,2514413,-0.362527528326661
21604416410,"drug_era group during day -365 through 0 days relative to index: Carboxamide derivatives",410,21604416,0.362290265321468
443588210,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of brain",210,443588,0.359164785316066
1539407304,"drug_exposure during day -30 through 0 days relative to index: Simvastatin 40 MG Oral Tablet",304,1539407,-0.358842397397472
46275982302,"drug_exposure during day -365 through 0 days relative to index: bevacizumab Injection",302,46275982,0.355626477763119
739207304,"drug_exposure during day -30 through 0 days relative to index: Sertraline 100 MG Oral Tablet",304,739207,-0.355526040206412
4201554212,"condition_era group during day -30 through 0 days relative to index: Lesion of eye structure",212,4201554,-0.354942703099363
201965210,"condition_era group during day -365 through 0 days relative to index: Shock",210,201965,0.353573304257108
3041084702,"measurement during day -365 through 0 days relative to index: Immature granulocytes [#/volume] in Blood by Automated count",702,3041084,0.347223563540214
2314311502,"procedure_occurrence during day -365 through 0 days relative to index: Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(s), lower extremity(s) and/or trunk, each 15 minutes",502,2314311,0.345219027084137
2414365502,"procedure_occurrence during day -365 through 0 days relative to index: Anesthesia for patient of extreme age, younger than 1 year and older than 70 (List separately in addition to code for primary anesthesia procedure)",502,2414365,-0.344889495185911
19022781304,"drug_exposure during day -30 through 0 days relative to index: carvedilol 25 MG Oral Tablet",304,19022781,-0.33776201278392
374009210,"condition_era group during day -365 through 0 days relative to index: Organic mental disorder",210,374009,0.33504081264072
19073093304,"drug_exposure during day -30 through 0 days relative to index: Amlodipine 10 MG Oral Tablet",304,19073093,-0.332724313066981
4119499802,"observation during day -365 through 0 days relative to index: Not for resuscitation",802,4119499,0.33076716017635
40173612304,"drug_exposure during day -30 through 0 days relative to index: Alendronic acid 70 MG Oral Tablet",304,40173612,-0.330607785045424
314971212,"condition_era group during day -30 through 0 days relative to index: Chronic respiratory failure",212,314971,-0.328997463825543
2007901502,"procedure_occurrence during day -365 through 0 days relative to index: Insertion of endotracheal tube",502,2007901,0.327576640312834
312327104,"condition_occurrence during day -30 through 0 days relative to index: Acute myocardial infarction",104,312327,0.324578714804599
40175400304,"drug_exposure during day -30 through 0 days relative to index: Pravastatin Sodium 40 MG Oral Tablet",304,40175400,-0.323026923377996
956877302,"drug_exposure during day -365 through 0 days relative to index: Furosemide 80 MG Oral Tablet",302,956877,0.321703771748966
374142210,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of nervous system",210,374142,0.319442162624819
40231917302,"drug_exposure during day -365 through 0 days relative to index: Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet]",302,40231917,0.31799914105802
19080217304,"drug_exposure during day -30 through 0 days relative to index: pantoprazole 40 MG Delayed Release Oral Tablet",304,19080217,-0.316814136379536
19019418304,"drug_exposure during day -30 through 0 days relative to index: Omeprazole 20 MG Delayed Release Oral Capsule",304,19019418,-0.310110726256749
40836918302,"drug_exposure during day -365 through 0 days relative to index: Vitamin B 12 1 MG Injectable Solution",302,40836918,-0.309143400752572
19134047304,"drug_exposure during day -30 through 0 days relative to index: tramadol hydrochloride 50 MG Oral Tablet",304,19134047,-0.308919607505181
36716620210,"condition_era group during day -365 through 0 days relative to index: Carcinoma",210,36716620,-0.30855288454727
2211453502,"procedure_occurrence during day -365 through 0 days relative to index: Radiologic examination; forearm, 2 views",502,2211453,0.305945445460061
40163554304,"drug_exposure during day -30 through 0 days relative to index: Warfarin Sodium 5 MG Oral Tablet",304,40163554,-0.305047481462297
2414397504,"procedure_occurrence during day -30 through 0 days relative to index: Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: An expanded problem focused history; An expanded problem focused examination; Medical decision making of low",504,2414397,-0.302994565154174
374377210,"condition_era group during day -365 through 0 days relative to index: Paralytic syndrome",210,374377,0.302528955790535
2614669804,"observation during day -30 through 0 days relative to index: Ambulance service, basic life support, non-emergency transport, (bls)",804,2614669,-0.301684573959708
4256228210,"condition_era group during day -365 through 0 days relative to index: Respiratory failure",210,4256228,0.295651015706255
40231928302,"drug_exposure during day -365 through 0 days relative to index: Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet]",302,40231928,-0.295613844939646
2213487302,"drug_exposure during day -365 through 0 days relative to index: Zoster (shingles) vaccine (HZV), live, for subcutaneous injection",302,2213487,-0.295215751127084
197917102,"condition_occurrence during day -365 through 0 days relative to index: Disorder of biliary tract",102,197917,-0.294950672876546
321588210,"condition_era group during day -365 through 0 days relative to index: Heart disease",210,321588,0.294359571069984
4027369212,"condition_era group during day -30 through 0 days relative to index: Vascular disease of abdomen",212,4027369,0.293301863335922
21605229410,"drug_era group during day -365 through 0 days relative to index: Antidotes",410,21605229,0.292660779411855
2211783504,"procedure_occurrence during day -30 through 0 days relative to index: Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",504,2211783,0.292479119973506
40164972302,"drug_exposure during day -365 through 0 days relative to index: Megestrol Acetate 40 MG/ML Oral Suspension",302,40164972,-0.291895224768305
2212095704,"measurement during day -30 through 0 days relative to index: Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",704,2212095,-0.291825321760777
4046447210,"condition_era group during day -365 through 0 days relative to index: Disorders of cerebrospinal fluid and intracranial pressure",210,4046447,0.289189179945892
2212591704,"measurement during day -30 through 0 days relative to index: Thyroxine; free",704,2212591,-0.285082197275871
40166828304,"drug_exposure during day -30 through 0 days relative to index: 24 HR metoprolol succinate 25 MG Extended Release Oral Tablet",304,40166828,-0.284784051749906
2002172502,"procedure_occurrence during day -365 through 0 days relative to index: Arterial catheterization",502,2002172,0.284733038301923
4147961502,"procedure_occurrence during day -365 through 0 days relative to index: Screening for malignant neoplasm of breast",502,4147961,-0.281477857486206
21600127412,"drug_era group during day -30 through 0 days relative to index: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS",412,21600127,0.281433983533532
380834102,"condition_occurrence during day -365 through 0 days relative to index: Coma",102,380834,0.280628744564137
40162515304,"drug_exposure during day -30 through 0 days relative to index: Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet",304,40162515,-0.28039594880564
4116778210,"condition_era group during day -365 through 0 days relative to index: Lesion of lung",210,4116778,0.279950911513721
2514455502,"procedure_occurrence during day -365 through 0 days relative to index: Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coor",502,2514455,-0.279651432399991
137977102,"condition_occurrence during day -365 through 0 days relative to index: Jaundice",102,137977,0.277731543747719
2617177502,"procedure_occurrence during day -365 through 0 days relative to index: Administration of influenza virus vaccine",502,2617177,0.275993967446284
380834210,"condition_era group during day -365 through 0 days relative to index: Coma",210,380834,0.272100769465716
19133574302,"drug_exposure during day -365 through 0 days relative to index: 24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule",302,19133574,-0.268163581413684
201773212,"condition_era group during day -30 through 0 days relative to index: Enteritis of small intestine",212,201773,-0.267483515125404
80816102,"condition_occurrence during day -365 through 0 days relative to index: Degeneration of intervertebral disc",102,80816,0.266713858240019
4021558210,"condition_era group during day -365 through 0 days relative to index: Complication of injury",210,4021558,-0.266331493697364
19078106304,"drug_exposure during day -30 through 0 days relative to index: Hydrochlorothiazide 25 MG Oral Tablet",304,19078106,-0.26631241154494
2313826502,"procedure_occurrence during day -365 through 0 days relative to index: Rhythm ECG, 1-3 leads; tracing only without interpretation and report",502,2313826,0.26482402609775
21601888412,"drug_era group during day -30 through 0 days relative to index: Other lipid modifying agents",412,21601888,-0.264596620816528
443537102,"condition_occurrence during day -365 through 0 days relative to index: Deep venous thrombosis of lower extremity",102,443537,-0.263257602586425
444132102,"condition_occurrence during day -365 through 0 days relative to index: Injury of knee",102,444132,0.26294411582185
4018852212,"condition_era group during day -30 through 0 days relative to index: Acute genitourinary disorder",212,4018852,0.26282913448043
2213292502,"procedure_occurrence during day -365 through 0 days relative to index: Consultation and report on referred slides prepared elsewhere",502,2213292,0.262387438612572
80665212,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,-0.261705669821594
2211359502,"procedure_occurrence during day -365 through 0 days relative to index: Radiologic examination, chest; single view, frontal",502,2211359,0.260318176331281
40180071302,"drug_exposure during day -365 through 0 days relative to index: Promethazine Hydrochloride 25 MG Rectal Suppository [Promethegan]",302,40180071,-0.259238257212
40163492304,"drug_exposure during day -30 through 0 days relative to index: Zolpidem tartrate 10 MG Oral Tablet",304,40163492,-0.258983723225926
2212531702,"measurement during day -365 through 0 days relative to index: Potassium; serum, plasma or whole blood",702,2212531,0.258845642122099
2002174504,"procedure_occurrence during day -30 through 0 days relative to index: Venous catheterization, not elsewhere classified",504,2002174,0.257996737520623
2213440302,"drug_exposure during day -365 through 0 days relative to index: Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use",302,2213440,0.25766947935093
4344040210,"condition_era group during day -365 through 0 days relative to index: Tendon injury",210,4344040,-0.257082514284046
913782410,"drug_era group during day -365 through 0 days relative to index: tolterodine",410,913782,0.255879548532579
200528210,"condition_era group during day -365 through 0 days relative to index: Ascites",210,200528,0.255434506071916
140266102,"condition_occurrence during day -365 through 0 days relative to index: Contusion of back",102,140266,0.253090833366732
2614666802,"observation during day -365 through 0 days relative to index: Ground mileage, per statute mile",802,2614666,0.251883829816142
40174880304,"drug_exposure during day -30 through 0 days relative to index: Levothyroxine Sodium 0.075 MG Oral Tablet",304,40174880,-0.251352232647571
3019897702,"measurement during day -365 through 0 days relative to index: Erythrocyte distribution width [Ratio] by Automated count",702,3019897,-0.250068652718129
4131008210,"condition_era group during day -365 through 0 days relative to index: Neoplasm of body of uterus",210,4131008,0.248981970759153
79908212,"condition_era group during day -30 through 0 days relative to index: Muscle weakness",212,79908,-0.248099890076618
791967410,"drug_era group during day -365 through 0 days relative to index: Lorazepam",410,791967,0.247537924941603
2213287704,"measurement during day -30 through 0 days relative to index: Special stain including interpretation and report; Group I for microorganisms (eg, acid fast, methenamine silver)",704,2213287,0.247217486855944
19022749304,"drug_exposure during day -30 through 0 days relative to index: carvedilol 6.25 MG Oral Tablet",304,19022749,-0.245569543836648
